,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolMR,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,VSA_EState10,VSA_EState8,VSA_EState9,D_OH,D_NH2,D_O-CH3,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D-§Ý C=C,D-§Ý C¡ÔC,D-§Ý Ring,§Ý_1§Ý,§Ý_2,§Ý_3,§Ý_4,§Ý_5,§Ý_6,§Ý_7,§Ý_8,§Ý_9,§Ý_C=C,§Ý_C¡ÔC,§Ý_A_C=C,§Ý_A Ring,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,C_§Ý,C_D,C_A,C,D->C=C<,D-N(6ring),D-N(5ring),D-N<(-Ring),D-N<(Ring),A->C=C<,A-CN3,A-N(TCF),A-N(6ring),A-N(5ring),A-C=O,A-C=C,pai-N(Thiophene),pai-N(Thiazole),pai-N(benzene),,,,
CC(C)(/C1=C\C2=CC3=C(/C(CC3)=C4CCC5=C\4SC(/C=C6C(C7=CC=CC=C7C\6=C(C#N)/C#N)=O)=C5)S2)C8=CC=CC=C8N1C,1.158,2185.585,31.034,25.323,26.956,21.794,15.241,16.874,12.6,14.768,9.792,12.16,7.63,10.132,0,15.318,16.771,22.273,30.56,53.852,17.403,47.75,68.269,0,619.175,0.205,-4.75,30986347528,27.774,10.141,4.1,270.742,13.452,0.347,13.452,0.194,0.024,0.194,-0.129,-0.347,184.837,218,4.9,17.712,5.783,0,0,0,4.795,0,10.524,22.674,56.312,89.434,60.065,0,4.795,63.016,10.524,0,0,44.946,11.948,124.833,12.138,67.89,3.64,0,91.61,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,7,16,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,10.7528,781.5,2.002050426,11.24788862
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=CC4=C(S3)/C(CC4)=C(CC5)/C(S6)=C5C=C6/C=C/C7=CC=C(N8C9=CC=CC=C9C%10=C8C=CC=C%10)C=C7)=O,0.931,2856.283,35.63,28.519,30.152,26.089,17.749,19.382,13.664,15.832,10.744,13.13,8.361,10.828,0,15.318,11.356,22.273,36.248,64.274,17.403,47.75,101.648,0,715.175,0.085,-6.31,3.68E+12,31.428,12.427,5.029,314.368,13.499,0.309,13.499,0.194,0.029,0.194,-0.135,-0.309,218.698,250,4.567,17.712,5.783,0,0,0,4.795,0,10.524,22.674,78.872,107.634,52.678,11.033,4.795,85.21,10.524,4.567,0,25.683,0,167.667,17.826,69.58,3.599,2.347,105.054,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,7,22,2,3,1,0,1,1,2,0,1,1,1,1,0,0,0,6.7124,956.24,1.996961897,11.24731887
CC(O/C1=C(C#N)/C#N)(C(F)(F)F)C(/C=C/C2=CN=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)N=C2)=C1C#N,1.433,1839.996,31.321,23.118,23.118,21.195,13.161,13.161,9.688,9.688,6.947,6.947,4.651,4.651,34.256,28.957,0,11.388,35.625,30.608,6.069,84.929,14.868,4.737,586.173,0.088,-6.18,7638391500,29.317,11.971,5.505,250.894,14.068,0.47,14.068,0.432,0.359,0.432,-4.949,-0.47,157.621,214,9.637,23.781,17.157,5.601,0,6.176,0,9.968,28.957,0,48.55,55.455,46.156,0,17.908,23.138,15.786,9.968,0,18.701,4.9,131.441,29.596,109.62,0,42.205,75.961,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,5,18,0,3,0,1,0,0,3,1,0,1,0,0,0,0,0,14.6035,619.9,1.910429693,11.23174105
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=CC=C(C#CC4=CC=C(S4)C5=CC=C(N(C)C)C=C5)S3)=O,1.406,1724.124,25.941,20.072,21.705,17.978,11.383,13.016,8.464,10.663,5.925,7.923,4.094,5.764,0,15.318,11.356,22.273,30.759,11.337,41.678,44.433,47.073,0,513.097,0.065,-4.67,389421583.9,24.043,10.134,4.75,223.218,13.091,0.378,13.091,0.194,0.064,0.194,-0.181,-0.378,151.276,176,4.9,17.712,5.783,0,0,0,4.795,0,10.524,22.674,36.398,65.442,46.247,9.754,4.795,45.793,10.524,0,0,0,18.995,109.701,34.42,67.89,3.113,0,81.554,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,7,16,0,1,0,1,0,1,2,0,1,1,1,1,2,0,0,8.8614,661.64,1.999492556,11.23093044
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC=C(/C=C/C4=CC=C(C=C4)/C=C/C5=CC6=CC=C(N(CC)CC)C=C6O5)S3)=O,1.15,2108.4,31.338,24.82,25.637,22.003,14.621,15.438,10.384,11.478,7.706,8.615,5.398,6.163,0,15.318,11.356,27.281,45.823,17.024,36.538,48.575,60.13,4.417,604.193,0.105,-5.76,24740864117,29.318,12.851,6.033,265.355,13.146,0.457,13.146,0.194,0.087,0.194,-0.213,-0.457,183.082,218,9.317,34.062,5.783,0,0,0,4.795,4.984,10.524,11.337,60.683,66.965,58.013,0,9.212,69.73,10.524,4.984,0,13.847,17.989,128.038,12.138,93.92,1.425,6.093,93.149,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,7,19,1,1,1,1,0,1,2,0,1,1,1,1,0,1,1,5.9677,777.55,2.025860388,11.2305693
N#C/C(C1=NC(Cl)=C(/C=C/C2=CN=C(/C=C/C3=CC4=CC=C(C=C4O3)N(CC)CC)N=C2)S1)=C(C#N)/C#N,1.472,1672.086,27.07,20.513,22.085,18.486,11.572,12.766,7.844,9.233,5.576,7.014,3.627,4.801,0,5.262,21.307,16.462,46.646,0,42.76,18.212,51.898,26.542,537.114,0.143,-4.75,447318992.9,26.317,11.991,5.794,228.237,9.315,0.457,9.315,0.151,0.102,0.151,-0.308,-0.457,150.546,186,9.317,50.858,5.824,0,0,0,0,14.952,15.786,11.337,17.677,50.275,48.187,4.877,4.417,69.472,15.786,14.952,0,13.847,17.989,74.418,18.208,126.42,7.303,5.992,77.983,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,4,15,1,1,1,1,0,0,3,0,0,0,0,0,0,1,0,8.0192,590.77,1.117000135,11.22368801
CC(C(/C=C/C1=CC=C(/C=C/C2=CN=C(N=C2)C#CC3=CC=C(N(C4=C5SC=C4)C6=C5SC=C6)C=C3)S1)=C/7C#N)(C(F)(F)F)OC7=C(C#N)\C#N,1.036,2590.019,35.752,26.188,28.637,24.628,14.943,17.519,11.11,14.089,8.015,11.002,5.444,8.199,34.256,28.957,0,10.702,34.691,49.984,59.345,18.209,61.402,4.737,728.073,0.079,-6.22,3.91E+11,33.285,13.244,6.116,300.607,14.091,0.47,14.091,0.432,0.368,0.432,-4.928,-0.47,193.264,246,9.304,23.781,11.332,11.425,0,6.176,0,9.968,28.957,34.01,18.072,84.287,44.535,20.433,17.908,72.672,15.786,14.535,0,18.701,0,126.945,35.736,111.31,4.793,44.534,82.006,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,5,20,2,1,3,0,1,0,3,1,0,1,0,0,1,0,0,13.6212,844.01,1.790182584,11.21759585
COC1=CC=C(N(C2=CC=C(C#CC3=NC=C(C=N3)C(C(C)(O/C4=C(C#N)\C#N)C)=C4C#N)C=C2)C5=CC=C(C=C5)OC)C=C1,1.416,1914.976,31.976,24.991,24.991,21.809,13.73,13.73,10.226,10.226,7.045,7.045,4.926,4.926,5.601,15.786,16.905,16.961,34.125,0,52.599,72.796,32.778,14.211,590.207,0.139,-6.55,13371065492,29.926,12.758,6.154,261.044,9.814,0.497,9.814,0.205,0.035,0.205,-0.969,-0.497,168.19,218,19.11,40.881,11.332,5.824,0,0,0,9.968,15.786,0,5.92,92.564,46.156,14.22,14.211,22.635,15.786,9.968,0,19.449,19.12,119.047,41.548,128.08,0,0,106.25,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,9,5,18,0,3,0,1,0,0,3,1,0,1,0,0,0,0,0,15.8424,648.34,1.937341753,11.20906531
O=C1C2=CSC=C2C(/C1=C\C3=NC=C(S3)/C=C/C4=C(CCCC)C(CCCC)=C(S4)/C=C/C5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7)=O,1.145,2181.896,35.865,29.38,31.83,25.534,17.878,20.453,12.776,15.697,9.196,12.054,6.47,9.25,0,9.589,17.14,16.135,66.028,43.555,16.836,29.666,120.832,0,736.225,0.178,-4.95,1.05E+12,35.453,16.593,7.773,317.705,12.79,0.311,12.79,0.198,0.204,0.198,-0.204,-0.311,223.595,260,4.9,5.008,11.566,0,0,0,9.589,4.984,11.337,22.674,81.296,103.076,59.777,5.573,9.589,93.019,0,4.984,0,52.372,4.9,154.916,0,50.27,4.734,0,101.766,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,4,20,0,3,0,1,0,1,0,0,0,2,2,1,1,1,0,6.3104,875.63,1.989070596,11.20899535
N#C/C(C#N)=C1C2=CC=CC=C2C(C\1=C/C3=C(CCCC)C(CCCC)=C(/C=C/C4=CN=C(N=C4)/C=C5C(C)(C6=CC=CC=C6N\5C)C)S3)=O,1.368,2149.235,35.415,29.378,30.195,24.225,17.336,18.153,13.34,14.424,9.769,10.956,7.085,8.332,0,15.318,16.771,28.098,59.54,22.378,17.403,48.807,82.136,9.968,675.303,0.279,-5.37,1.87E+11,34.491,14.625,6.378,299.012,13.744,0.347,13.744,0.194,0.042,0.194,-0.156,-0.347,205.246,250,4.9,17.712,11.608,0,0,0,4.795,9.968,10.524,11.337,89.077,66.155,74.344,0,4.795,52.685,10.524,9.968,0,71.635,11.948,126.727,12.138,93.67,1.662,0,105.422,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,7,18,1,1,1,0,1,1,2,0,1,1,1,1,1,0,0,7.5747,805.57,1.981260928,11.2062001
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=NC=C(S3)/C=C/C4=CN=C(/C=C/C5=CC6=CC=C(C=C6O5)N(CC)CC)N=C4)=O,1.15,2114.194,31.338,24.56,25.376,22.003,14.341,15.158,10.092,11.185,7.418,8.327,5.178,5.943,0,15.318,11.356,33.105,45.947,11.337,48.932,42.509,51.898,4.417,606.184,0.111,-5.9,24740864117,29.184,12.763,5.983,263.794,13.132,0.457,13.132,0.194,0.1,0.194,-0.23,-0.457,178.672,218,9.317,34.062,11.608,0,0,0,4.795,14.952,10.524,11.337,30.341,61.914,75.97,0,9.212,69.73,10.524,14.952,0,13.847,17.989,116.427,12.138,119.7,1.384,6.037,95.246,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,7,19,1,1,1,1,0,1,2,0,1,1,1,1,0,1,0,6.4322,761.74,2.073752425,11.20379435
CC(C(/C=C/C1=C(CCCC)C(CCCC)=C(S1)/C=C/C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)=C5C#N)(O/C5=C(C#N)/C#N)C,1.515,1988.971,35.512,29.24,30.057,24.343,17.244,18.06,12.7,13.784,8.813,10.018,6.212,7.418,5.601,15.786,16.905,5.573,61.151,20.881,11.337,44.195,115.841,4.737,674.308,0.25,-5.61,1.63E+11,35.691,16.67,7.981,300.559,10.05,0.48,10.05,0.172,0.063,0.172,-0.854,-0.48,206.685,250,9.637,29.382,11.332,0,0,0,0,0,15.786,11.337,87.372,104.771,32.39,0,4.737,46.627,15.786,0,0,71.821,4.9,139.928,18.208,83.84,1.772,0,105.311,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,5,18,0,3,0,1,0,0,3,1,0,1,0,0,1,0,0,19.1327,817.06,2.054187439,11.19692783
CC(C(/C=C/C1=C(C(CCCC)=C(C#CC2=C(CCCC)C(CCCC)=C(/C=C/C3=CC=C(C=C3)N(C4=C5SC=C4)C6=C5SC=C6)S2)S1)CCCC)=C7C#N)(O/C7=C(C#N)/C#N)C,1.272,2870.617,44.511,37.244,40.51,30.706,22.325,25.718,16.473,20.41,11.728,16.009,8.366,12.614,5.601,15.786,16.905,5.573,86.804,63.692,11.337,66.072,115.559,4.737,902.318,0.352,-5.39,1.26E+14,45.628,20.86,9.6,389.151,10.201,0.48,10.201,0.172,0.062,0.172,-0.874,-0.48,269.618,320,9.304,29.382,11.332,0,0,0,0,0,15.786,45.347,77.663,152.05,21.015,30.188,4.737,84.008,15.786,4.567,0,124.193,0,123.039,35.736,85.53,7.216,2.385,118.983,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,5,19,2,1,3,0,1,0,3,1,0,1,0,0,2,0,0,19.2832,1053.94,1.975519326,11.19445968
N#CC(/C(NC1=O)=C(C#N)\C#N)=C1/C=C/C(C=C2)=CC=C2C3=CN=C(N=C3)/C=C/C4=CC5=CC=C(N(CC)CC)C=C5O4,1.276,1936.565,30.346,23.497,23.497,20.969,13.553,13.553,9.49,9.49,6.994,6.994,4.695,4.695,5.907,10.056,22.416,5.824,52.197,6.076,36.684,42.477,52.231,14.941,563.207,0.118,-6.24,6597332136,28.295,12.514,5.951,248.185,12.352,0.457,12.352,0.257,0.035,0.257,-0.543,-0.457,164.239,208,14.634,29.551,11.398,0,5.907,0,4.795,9.968,15.786,0,30.341,61.402,48.187,16.843,9.212,40.792,15.786,15.285,0,13.847,17.989,106.565,29.335,142.63,0,6.027,97.14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,6,18,1,1,1,1,0,0,3,0,0,1,1,0,0,0,1,6.5574,627.09,0.951718184,11.19259003
O=S(C1=C/C2=CC=C(C3=CC4=CC=C(N(CC)CC)C=C4O3)S2)(C5=CC=CC=C5C/1=C(C#N)\C#N)=O,1.574,1739.058,25.449,19.648,21.281,17.404,11.406,13.706,8.189,11.191,6.231,9.114,4.456,7.152,9.837,18.942,20.947,16.201,34.623,23.479,18.199,42.47,24.814,4.417,511.102,0.143,-4.11,205269718.5,23.623,9.16,3.813,213.097,13.327,0.455,13.327,0.207,0.038,0.207,-3.873,-0.455,142.839,178,9.317,29.055,0,9.837,0,0,0,8.418,10.524,11.337,18.199,56.322,46.243,14.678,12.835,49.48,10.524,0,0,18.743,17.989,81.583,22.776,98.1,-2.491,32.806,56.268,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,8,15,1,1,1,1,0,1,2,0,1,1,0,1,1,0,0,8.8799,585.7,1.906783368,11.18725522
O=S(C1=C/C2=NC=C(S2)/C=C/C3=CC=C(N(C)C)C=C3)(C4=CC=CC=C4C/1=C(C#N)\C#N)=O,1.704,1495.273,23.587,17.85,19.483,15.845,9.872,12.172,7.402,10.382,5.101,7.847,3.456,5.998,9.837,18.942,20.947,10.571,16.128,23.479,24.396,67.551,4.984,0,470.087,0.08,-3.98,33161933.52,22.222,8.871,4.224,196.151,13.166,0.378,13.166,0.208,0.078,0.208,-3.87,-0.378,131.562,162,4.9,22.719,0,9.837,0,0,0,13.402,10.524,11.337,36.408,35.915,41.993,9.801,8.418,50.663,10.524,4.984,0,4.895,18.995,86.218,12.138,97.85,-2.55,26.333,57.968,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,8,15,0,1,0,1,0,1,2,0,1,1,0,1,0,1,0,10.6148,556.08,1.999166019,11.17835374
O=S(C1=C/C2=CC=C(S2)C#CC3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)(C6=CC=CC=C6C/1=C(C#N)/C#N)=O,1.292,2099.116,29.813,22.599,24.232,20.99,13.226,15.526,9.487,12.489,6.84,9.624,4.893,7.49,9.837,18.942,20.947,10.441,27.503,23.479,24.265,78.868,41.006,0,591.108,0,-5.65,9213527872,27.516,11.685,5.372,254.004,13.361,0.311,13.361,0.207,0.051,0.207,-3.889,-0.311,171.175,204,4.9,17.712,0,9.837,0,0,0,8.418,10.524,11.337,66.438,72.806,38.639,14.678,8.418,49.885,10.524,0,0,4.895,4.9,152.687,23.979,84.96,-2.55,26.723,76.911,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,8,21,0,3,0,1,0,1,2,0,1,1,0,1,1,0,0,7.142,682.52,1.96028095,11.17255572
N#C/C(C#N)=C/C1=NC=C(S1)/C=C/C2=CN=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)N=C2,1.254,1683.224,27.572,21.293,22.11,19.712,12.379,13.196,8.522,9.616,5.787,6.697,3.863,4.628,0,0,5.573,10.832,33.066,17.413,18.591,72.841,68.383,10.524,534.163,0,-5.63,2123767026,25.996,12.749,6.62,236.355,8.883,0.311,8.883,0.151,0.027,0.151,0.027,-0.311,162.33,190,4.9,22.719,5.824,0,0,0,0,14.952,10.524,11.337,60.683,54.114,52.169,0,0,58.779,10.524,14.952,0,0,4.9,135.929,12.138,89.49,1.389,0,87.445,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,2,19,0,3,0,1,0,0,2,0,0,0,0,0,0,1,0,11.5352,660.86,1.937940403,11.16137602
CC(C(/C=C/C1=NC=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)S1)=C5C#N)(O/C5=C(C#N)/C#N)C(F)(F)F,1.461,1817.831,30.614,22.501,23.318,20.695,12.799,13.615,9.411,10.473,6.775,7.787,4.566,5.392,34.256,28.957,0,5.008,40.503,29.551,12.266,84.929,9.884,4.737,591.134,0.091,-5.63,5189741055,28.883,11.697,5.502,249.315,14.099,0.47,14.099,0.432,0.391,0.432,-4.935,-0.47,157.703,210,9.637,28.788,11.332,5.601,0,6.176,0,4.984,28.957,11.337,54.607,54.961,28.832,4.877,17.908,34.475,15.786,4.984,0,18.701,4.9,124.688,28.648,96.73,1.253,42.298,71.448,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,5,17,0,3,0,1,0,0,3,1,0,1,0,0,0,1,0,17.7325,633.95,1.925559223,11.15989664
O=S(C1=C/C2=CC=C(C3=CN=C(C#CC4=CC5=CC=C(N(CC)CC)C=C5O4)N=C3)C=C2)(C6=CC=CC=C6C/1=C(C#N)\C#N)=O,1.23,2253.762,31.553,24.444,25.26,21.854,14.2,15.683,10.154,12.041,7.579,9.415,5.287,7.013,9.837,18.942,20.947,22.712,40.873,12.142,42.726,42.47,46.623,4.417,607.168,0.111,-5.95,19689219918,29.137,11.973,5.473,260.682,13.349,0.448,13.349,0.207,0.074,0.207,-3.908,-0.448,172.974,218,9.317,23.295,5.76,15.662,0,0,0,18.386,10.524,0,42.465,61.09,65.39,9.801,12.835,38.143,10.524,9.968,0,18.743,17.989,118.38,35.106,123.88,-3.908,32.651,78.34,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,8,20,1,1,1,1,0,1,2,0,1,1,0,1,0,0,1,5.5171,672.22,1.484408253,11.13868259
N#C/C(C#N)=C/C(C1=CC=C(C2=CN=C(C#CC3=CC=C(N(C4C5SC=C4)C6=C5SC=C6)C=C3)N=C2)S1)=C(C#N)/C#N,1.19,1991.973,29.053,21.515,23.965,20.626,12.43,15.069,8.966,12.05,6.595,10.023,4.665,7.945,0,10.524,16.719,21.993,21.691,27.977,30.598,53.436,61.772,10.524,593.055,0.063,-5.41,6811632358,26.794,11.599,4.973,253.804,9.368,0.332,9.368,0.205,0.184,0.205,-0.199,-0.332,164.94,196,4.9,35.423,0,5.824,0,0,0,9.968,21.048,34.435,11.996,65.249,49.413,16.979,0,51.383,21.048,9.968,0,11.292,4.9,110.087,46.558,124.18,4.995,0,94.505,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,6,17,2,1,3,0,1,0,4,0,0,0,0,0,1,0,0,7.5032,630.43,1.23400909,11.13537581
CC(C)(CC(/C=C/C1=CC=C(N(C2C3SC=C2)C4=C3SC=C4)C=C1)=C/5)CC5=C\C=C\C(C(C)(C(F)(F)F)O/6)=C(C#N)C6=C(C#N)/C#N,1.245,1953.706,33.562,25.799,27.432,22.386,14.891,16.713,12.64,14.64,8.691,10.951,6.505,8.781,34.256,28.957,5.415,17.713,35.742,34.855,12.145,29.175,78.095,4.737,666.173,0.27,-4.69,29572414944,32.259,12.156,5.867,279.803,14.178,0.47,14.178,0.432,0.09,0.432,-4.904,-0.47,179.951,236,9.637,23.781,11.332,5.601,0,6.176,0,0,28.957,23.099,68.512,70.877,16.138,16.979,17.908,40.549,15.786,0,5.415,56.682,4.9,121.641,18.208,83.84,3.687,42.534,72.53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,5,16,2,1,3,0,1,0,3,1,0,1,0,0,0,0,0,15.1647,746.8,1.865639754,11.12469016
O=S(C1=C/C(C=C2)=CC=C2C3=CN=C(C#CC4=CC5=CC=C(N(CC)CC)C=C5O4)N=C3)(C6=CC=CC=C6C/1=C(C#N)\C#N)=O,1.23,2253.762,31.553,24.444,25.26,21.854,14.2,15.683,10.154,12.041,7.579,9.415,5.287,7.013,9.837,18.942,20.947,22.712,40.873,12.142,42.726,42.47,46.623,4.417,607.168,0.111,-5.95,19689219918,29.137,11.973,5.473,260.682,13.349,0.448,13.349,0.207,0.074,0.207,-3.908,-0.448,172.974,218,9.317,23.295,5.76,15.662,0,0,0,18.386,10.524,0,42.465,61.09,65.39,9.801,12.835,38.143,10.524,9.968,0,18.743,17.989,118.38,35.106,123.88,-3.908,32.651,78.34,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,8,20,1,1,1,1,0,1,2,0,1,1,0,1,0,0,1,5.5315,669.61,1.506286206,11.10864405
CC(O/C1=C(C#N)/C#N)(C(/C=C/C2=NC=C(S2)/C=C/C3=NC(Cl)=C(C4=CC=C(C=C4)N(C5=C6SC=C5)C7=C6SC=C7)S3)=C1C#N)C(F)(F)F,1.112,2476.662,34.501,24.742,28.764,23.556,14.056,17.827,10.553,14.868,7.711,12.066,5.333,9.228,34.256,28.957,0,20.046,29.128,61.321,47.092,12.133,49.561,16.338,743.991,0.088,-5.01,1.29E+11,32.533,12.462,5.559,296.822,14.108,0.47,14.108,0.432,0.354,0.432,-4.949,-0.47,189.165,240,9.304,38.949,11.332,5.601,0,6.176,0,9.968,28.957,45.347,29.81,65.741,22.334,25.31,17.908,95.609,15.786,14.535,0,18.701,0,101.955,34.336,111.31,12.632,44.579,70.734,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,5,18,2,1,3,0,1,0,3,1,0,1,0,0,0,2,0,13.0754,776.78,1.672275654,11.0949038
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(/C=C/C4=CC=C(S4)C5=CC=C(N(C6=C7SC=C6)C8=C7SC=C8)C=C5)S3)=O,1.027,2411.022,30.493,23.353,26.619,22.123,13.97,17.363,10.334,14.429,7.788,11.857,5.766,9.477,0,15.318,11.356,22.273,20.319,30.874,69.622,30.338,76.01,0,649.041,0,-5.09,47030984449,27.458,11.121,4.638,274.16,13.215,0.307,13.215,0.194,0.052,0.194,-0.166,-0.307,189.99,212,4.567,17.712,5.783,0,0,0,4.795,0,10.524,45.347,36.398,88.646,41.906,20.433,4.795,95.365,10.524,4.567,0,0,0,132.594,28.266,69.58,6.892,2.347,88.762,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,7,20,2,1,3,0,1,1,2,0,1,1,1,1,2,0,0,5.4214,789.75,2.183087769,11.06707251
N#C/C(C#N)=C1C2=CC=CC=C2C(C/1=C\C3=CC=C(/C=C/C4=CC=C(N5C6=CC=C(N)C=C6C7=C5C=CC(N)=C7)C=C4)S3)=O,1.178,2260.827,30.371,23.282,24.099,21.444,13.831,14.648,10.46,11.607,7.767,8.765,5.774,6.631,0,15.318,11.356,33.648,42.811,11.337,30.341,72.821,28.833,11.467,585.162,0,-6.15,17697067050,26.73,10.598,4.456,256.862,13.209,0.399,13.209,0.194,0.066,0.194,-0.181,-0.399,179.748,208,16.034,17.712,5.783,0,0,0,4.795,0,10.524,11.337,42.474,83.943,54.299,11.033,4.795,74.102,10.524,4.567,0,0,11.467,134.653,17.826,121.62,1.527,2.214,96.76,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,7,20,2,3,1,0,1,1,2,0,1,1,1,1,1,0,0,8.7736,693.82,1.671159987,11.05708236
